title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
Tiger Woods PGA Tour,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,78,0.21,17.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
World Series of Poker,TRUE,1,TRUE,TRUE,"Sports,Strategy",TRUE,Activision,TRUE,37,0.21,14.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSX on Tour,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,79,0.2,16.95,Sony PSP,E,TRUE,2005,15.5,16.25,15.5,4,14.75,0,0,0,0,0,15.5,16.25,15.5,4,14.75,0,0,0,0,0
Tiger Woods PGA Tour 06,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,80,0.2,9.95,Sony PSP,T,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death Jr.,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,61,0.19,9.95,Sony PSP,M,TRUE,2005,3.533333333,3.533333333,3.533333333,1,3.533333333,0,0,0,0,0,0,0,0,0,0,3.533333333,3.533333333,3.533333333,1,3.533333333
Harry Potter and the Goblet of Fire,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,70,0.19,17.95,Sony PSP,T,TRUE,2005,10.53333333,13.08333333,8.816666667,18,6.333333333,15,15.5,15,4,14.5,14.38333333,15.66666667,15.28333333,4,12.66666667,7.2,8.3,8,10,5.3
MediEvil Resurrection,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,66,0.19,17.95,Sony PSP,T,TRUE,2005,9.6,10.81666667,9.716666667,6,7.733333333,9.25,10.66666667,10.43333333,3,7.816666667,0,0,0,0,0,9.966666667,10.73333333,9,3,9.2
"The Chronicles of Narnia: The Lion, the Witch a...",TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,,TRUE,65,0.18,12.95,Nintendo DS,T,TRUE,2005,4.35,5.75,2.666666667,6,2.9,0,0,0,0,0,8,8,8,1,8,3.616666667,5.516666667,2.45,5,2.666666667
Shrek SuperSlam,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,56,0.18,11.95,Nintendo DS,E,TRUE,2005,1.216666667,1.666666667,1.5,5,0.9,0,0,0,0,0,0,0,0,0,0,1.216666667,1.666666667,1.5,5,0.9
Virtua Tennis: World Tour,TRUE,1,TRUE,TRUE,Sports,TRUE,Sega,TRUE,84,0.18,14.95,Sony PSP,M,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince of Persia: Revelations,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,65,0.17,6.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burnout Legends,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,EA,TRUE,38,0.16,17.95,Nintendo DS,E,TRUE,2005,12.83333333,18.2,12,14,9,15.36666667,18.91666667,16.25,4,11.38333333,14.08333333,18.51666667,12,7,10.03333333,6.516666667,6.866666667,7,3,6.166666667
Meteos,TRUE,1,TRUE,TRUE,Strategy,TRUE,Nintendo,TRUE,88,0.16,15.95,Nintendo DS,E,TRUE,2005,17.26666667,26.58333333,14.1,13,10.33333333,23.75,30.61666667,23.75,2,16.86666667,20.41666667,25.4,21.21666667,7,13.9,8.516666667,11.05,7.5,4,6.5
Spyro: Shadow Legacy,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,50,0.15,17.95,Nintendo DS,E,TRUE,2005,4,5.116666667,4.5,4,2.633333333,6,6,6,1,6,5,5,5,1,5,2.516666667,3.25,2.516666667,2,1.766666667
The Con,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,63,0.15,8.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infected,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,74,0.15,17.95,Sony PSP,E,TRUE,2005,6.666666667,7,6.666666667,2,6.333333333,0,0,0,0,0,0,0,0,0,0,6.666666667,7,6.666666667,2,6.333333333
Pursuit Force,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sony,TRUE,75,0.14,14.95,Sony PSP,M,TRUE,2005,9.833333333,10.95,10,6,8.95,0,0,0,0,0,10,11,10,2,9,9.75,9.933333333,10,4,9.433333333
Kingdom of Paradise,TRUE,2,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Sony,TRUE,72,0.13,12.95,Sony PSP,E,TRUE,2005,23,24.5,23,2,21.5,0,0,0,0,0,23,24.5,23,2,21.5,0,0,0,0,0
Dragon Ball Z: Supersonic Warriors 2,TRUE,1,TRUE,TRUE,Action,TRUE,Atari,TRUE,66,0.13,22.95,Nintendo DS,E,TRUE,2005,15.08333333,19.93333333,14.7,10,11.26666667,15.25,20.05,15,7,11.38333333,14.25,14.25,14.25,1,14.25,14.96666667,15.25,14.96666667,2,14.68333333
Dragon Quest Heroes: Rocket Slime,TRUE,1,TRUE,TRUE,Action,TRUE,SquareEnix,TRUE,83,0.13,12.95,Nintendo DS,T,TRUE,2005,15.1,23.61666667,13.36666667,39,11.61666667,22.61666667,25.4,25,5,19.48333333,16.28333333,24.31666667,15,13,12.81666667,12.58333333,14.18333333,12.16666667,21,10.68333333
Dead to Rights: Reckoning,TRUE,1,TRUE,TRUE,Action,TRUE,Namco,TRUE,54,0.13,14.95,Sony PSP,E,TRUE,2005,3.1,4,2.916666667,3,2.2,5,5,5,1,5,0,0,0,0,0,2.15,2.533333333,2.15,2,1.783333333
Amped 3,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,72,0.13,14.95,X360,E,TRUE,2005,8.566666667,9.883333333,9,9,6.383333333,9,9,9,2,9,10.03333333,10.65,10.58333333,4,9.15,6.333333333,7.416666667,6.666666667,3,5.25
Break 'em All,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,68,0.12,17.95,Nintendo DS,T,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lunar: Dragon Song,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Ubisoft,TRUE,59,0.12,14.95,Nintendo DS,M,TRUE,2005,25.63333333,34.76666667,24.66666667,7,22.03333333,29.61666667,35.76666667,24.71666667,4,25.91666667,0,0,0,0,0,20.31666667,21.11666667,19.85,3,19.5
Madden NFL 06,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,66,0.12,9.95,Nintendo DS,E,TRUE,2005,3.75,5.366666667,3.75,2,2.116666667,3.75,5.366666667,3.75,2,2.116666667,0,0,0,0,0,0,0,0,0,0
Retro Atari Classics,TRUE,1,TRUE,TRUE,"Action,Racing / Driving,Simulation",TRUE,Atari,TRUE,51,0.12,12.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
True Swing Golf,TRUE,1,TRUE,TRUE,Sports,TRUE,Nintendo,TRUE,66,0.12,14.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIFA Soccer,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,73,0.12,14.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metal Gear Ac!d 2,TRUE,1,TRUE,TRUE,Strategy,TRUE,Konami,TRUE,80,0.12,12.95,Sony PSP,E,TRUE,2005,14.83333333,19.95,15,15,12.58333333,0,0,0,0,0,17.61666667,20.9,16,5,14.6,13.45,14.9,14.2,10,12.03333333
ATV Quad Frenzy,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,,TRUE,35,0.11,14.95,Nintendo DS,T,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bomberman,TRUE,1,TRUE,TRUE,Strategy,TRUE,Ubisoft,TRUE,75,0.11,17.95,Nintendo DS,E,TRUE,2005,3.333333333,4.133333333,3.2,7,2.633333333,0,0,0,0,0,0,0,0,0,0,3.333333333,4.133333333,3.2,7,2.633333333
GoldenEye: Rogue Agent,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,58,0.11,14.95,Nintendo DS,T,TRUE,2005,9.416666667,13.46666667,8.5,4,5.8,0,0,0,0,0,0,0,0,0,0,9.416666667,13.46666667,8.5,4,5.8
Need for Speed Underground 2,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,EA,TRUE,65,0.11,22.95,Nintendo DS,T,TRUE,2005,20.96666667,29.23333333,20,69,17.73333333,23.36666667,30.21666667,21.5,19,20.71666667,20.9,24.21666667,20,17,18.71666667,19.6,20.9,20,33,17.4
Frogger: Helmet Chaos,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,66,0.11,19.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: Tactics,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,EA,TRUE,64,0.11,19.95,Sony PSP,M,TRUE,2005,5,5,5,1,5,0,0,0,0,0,0,0,0,0,0,5,5,5,1,5
Rengoku: The Tower of Purgatory,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Konami,TRUE,43,0.11,12.95,Sony PSP,E,TRUE,2005,4.716666667,5.083333333,4.716666667,2,4.35,0,0,0,0,0,0,0,0,0,0,4.716666667,5.083333333,4.716666667,2,4.35
Gretzky NHL,TRUE,2,TRUE,TRUE,Sports,TRUE,Sony,TRUE,61,0.1,9.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridge Racer 6,TRUE,2,TRUE,TRUE,Racing / Driving,TRUE,"EA,Namco",TRUE,74,0.1,14.95,X360,E,TRUE,2005,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0,8,8,8,1,8
Ford Racing 3,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,,TRUE,49,0.1,14.95,Nintendo DS,E,TRUE,2005,7.1,8.3,8.016666667,6,5.433333333,8.4,8.75,8.466666667,4,8,5.666666667,5.666666667,5.666666667,1,5.666666667,3.333333333,3.333333333,3.333333333,1,3.333333333
NHL 2K6 ,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,75,0.1,5.95,X360,T,TRUE,2005,2.5,3,2.5,2,2.016666667,2.5,3,2.5,2,2.016666667,0,0,0,0,0,0,0,0,0,0
Bust-a-Move DS,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,,TRUE,75,0.09,17.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Battles of Prince of Persia,TRUE,1,TRUE,TRUE,Strategy,TRUE,Ubisoft,TRUE,64,0.09,14.95,Nintendo DS,E,TRUE,2005,8.5,10.38333333,8,3,6.616666667,0,0,0,0,0,0,0,0,0,0,8.5,10.38333333,8,3,6.616666667
GripShift,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,Ubisoft,TRUE,70,0.09,9.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvel Nemesis: Rise of the Imperfects ,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,34,0.08,14.95,Nintendo DS,T,TRUE,2005,5.033333333,6.15,4.583333333,8,4.133333333,0,0,0,0,0,6.15,7.15,7.5,3,5.133333333,4.366666667,4.633333333,4.166666667,5,3.966666667
Scooby-Doo! Unmasked,TRUE,1,TRUE,TRUE,Action,TRUE,THQ,TRUE,60,0.08,17.95,Nintendo DS,E,TRUE,2005,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0,8,8,8,1,8
Viewtiful Joe: Double Trouble!,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,73,0.08,14.95,Nintendo DS,E,TRUE,2005,5.166666667,5.533333333,5,5,4.983333333,0,0,0,0,0,0,0,0,0,0,5.166666667,5.533333333,5,5,4.983333333
The Legend of Heroes: A Tear of Vermillion,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,68,0.08,17.95,Sony PSP,T,TRUE,2005,31.28333333,38.76666667,29.83333333,9,26.76666667,38.5,41.75,38.5,2,35.25,31.43333333,38.33333333,27.88333333,4,26.33333333,26.26666667,27.73333333,25,3,24.81666667
PQ: Practical Intelligence Quotient,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,69,0.08,14.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Blue,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Konami,TRUE,69,0.07,24.95,Nintendo DS,T,TRUE,2005,24.15,26.81666667,25,5,22.03333333,22.25,23.61666667,22.25,2,20.86666667,25.43333333,27.16666667,25.11666667,3,23.68333333,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,61,0.07,14.95,Sony PSP,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dig Dug: Digging Strike,TRUE,1,TRUE,TRUE,Action,TRUE,Namco,TRUE,65,0.06,16.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frogger: Helmet Chaos,TRUE,1,TRUE,TRUE,Action,TRUE,Konami,TRUE,69,0.06,17.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mega Man Battle Network 5: Double Team DS,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Capcom,TRUE,68,0.06,17.95,Nintendo DS,E,TRUE,2005,36.23333333,48.03333333,35,13,28,48.15,52.75,42,3,43.53333333,35.4,39.85,34,5,32.35,29.91666667,34.85,27.48333333,5,24.55
Nanostray,TRUE,1,TRUE,TRUE,Action,TRUE,THQ,TRUE,71,0.06,17.95,Nintendo DS,E,TRUE,2005,1.433333333,1.733333333,1.2,5,1.233333333,0,0,0,0,0,0,0,0,0,0,1.433333333,1.733333333,1.2,5,1.233333333
Sega Casino,TRUE,1,TRUE,TRUE,Simulation,TRUE,Sega,TRUE,61,0.06,17.95,Nintendo DS,M,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,TRUE,1,TRUE,TRUE,"Action,Adventure",TRUE,Konami,TRUE,58,0.06,17.95,Nintendo DS,T,TRUE,2005,4.5,4.5,4.5,1,4.5,0,0,0,0,0,0,0,0,0,0,4.5,4.5,4.5,1,4.5
Pac-Man World 3,TRUE,1,TRUE,TRUE,Action,TRUE,"EA,Namco",TRUE,61,0.06,24.95,Sony PSP,E,TRUE,2005,8,8,8,1,8,0,0,0,0,0,0,0,0,0,0,8,8,8,1,8
Tokobot,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,72,0.06,17.95,Sony PSP,T,TRUE,2005,9.333333333,10.5,8.683333333,4,8.5,0,0,0,0,0,12,12,12,1,12,8.45,8.7,8.366666667,3,8.2
Fullmetal Alchemist: Dual Sympathy,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,58,0.05,14.95,Nintendo DS,M,TRUE,2005,14,14.5,14,2,13.5,0,0,0,0,0,0,0,0,0,0,14,14.5,14,2,13.5
Exit,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,77,0.05,9.95,Sony PSP,E,TRUE,2005,6,6,6,2,6,0,0,0,0,0,0,0,0,0,0,6,6,6,2,6
Bubble Bobble Revolution,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,38,0.04,17.95,Nintendo DS,M,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rub Rabbits!,TRUE,2,TRUE,TRUE,"Action,Adventure",TRUE,Sega,TRUE,68,0.02,17.95,Nintendo DS,M,TRUE,2005,3.166666667,3.866666667,2.333333333,3,2.45,0,0,0,0,0,3.666666667,4.333333333,3.666666667,2,3,2.166666667,2.166666667,2.166666667,1,2.166666667
Electroplankton,TRUE,1,TRUE,TRUE,Simulation,TRUE,Nintendo,TRUE,71,0.01,29.95,Nintendo DS,T,TRUE,2005,0.433333333,0.55,0.5,6,0.266666667,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0.416666667,0.55,0.5,5,0.266666667
LifeSigns: Surgical Unit,TRUE,1,TRUE,TRUE,"Simulation,Strategy",TRUE,,TRUE,61,0.01,22.95,Nintendo DS,T,TRUE,2005,30.51666667,30.51666667,30.51666667,1,30.51666667,30.51666667,30.51666667,30.51666667,1,30.51666667,0,0,0,0,0,0,0,0,0,0
Space Invaders Revolution,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,49,0.01,13.95,Nintendo DS,E,TRUE,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wii Play,TRUE,2,TRUE,TRUE,"Action,Sports",TRUE,Nintendo,TRUE,58,14.66,14.95,Nintendo Wii,T,TRUE,2006,5.816666667,8.45,4,11,3.316666667,0,0,0,0,0,10.46666667,11.46666667,11.41666667,3,9.466666667,4.083333333,5.016666667,4,8,2.883333333
New Super Mario Bros.,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,89,10.03,27.95,Nintendo DS,T,TRUE,2006,10.23333333,21.65,9,156,6.05,17.06666667,24.98333333,15.5,33,10.68333333,10.93333333,16.23333333,10,40,7.65,7.2,14.15,7,83,4.8
Pokmon Diamond,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,85,6.77,27.95,Nintendo DS,E,TRUE,2006,101.0666667,386.7833333,58,253,44.15,265.2,468.3166667,220,39,163.5333333,107.5666667,352.3166667,80,94,58.53333333,42.63333333,77.13333333,41.91666667,120,25.51666667
Pokmon Pearl,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,85,6.77,26.95,Nintendo DS,E,TRUE,2006,101.0666667,386.7833333,58,253,44.15,265.2,468.3166667,220,39,163.5333333,107.5666667,352.3166667,80,94,58.53333333,42.63333333,77.13333333,41.91666667,120,25.51666667
Gears of War,TRUE,2,TRUE,TRUE,Action,TRUE,Microsoft,TRUE,94,3.7,19.95,X360,M,TRUE,2006,10.83333333,105.0666667,9.433333333,310,7.066666667,29,111,15,15,14.5,12.15,21.78333333,11,73,8.783333333,9.183333333,12.88333333,9,222,6.533333333
The Legend of Zelda: Twilight Princess,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Nintendo,TRUE,95,3.33,39.95,Nintendo Wii,M,TRUE,2006,45.6,75.23333333,43,528,32,55.3,77.45,54.53333333,106,38.95,47.6,76.55,46.23333333,241,33.45,37.26666667,58.95,37,181,28.41666667
Cooking Mama,TRUE,1,TRUE,TRUE,Simulation,TRUE,,TRUE,67,2.9,17.95,Nintendo DS,M,TRUE,2006,8.633333333,10.9,7,5,6.783333333,0,0,0,0,0,0,0,0,0,0,8.633333333,10.9,7,5,6.783333333
Marvel Ultimate Alliance,TRUE,4,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Activision,TRUE,82,2.42,14.95,X360,T,TRUE,2006,15.25,27.58333333,14,68,10.3,25.38333333,30.05,24.81666667,3,20.73333333,17.63333333,28.93333333,17,26,12.85,12.86666667,20.63333333,12.36666667,39,9.3
Daxter,TRUE,1,TRUE,TRUE,Action,TRUE,Sony,TRUE,85,2.38,14.95,Sony PSP,T,TRUE,2006,9.066666667,13.98333333,8,37,6.266666667,14.28333333,16.91666667,14.5,6,12.21666667,8.516666667,10.71666667,8.35,19,7.216666667,7.35,8.683333333,7.566666667,12,5.716666667
The Elder Scrolls IV: Oblivion,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,2K,TRUE,94,2.12,19.95,X360,E,TRUE,2006,101.0833333,310.2666667,80,518,47.51666667,195.0333333,335.0333333,185,117,116,96.9,310.9666667,86.95,268,52.75,26.83333333,99.2,24,133,14.95
Madden NFL 07,TRUE,2,TRUE,TRUE,Sports,TRUE,EA,TRUE,80,1.77,4.95,X360,E,TRUE,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Auto: Vice City Stories,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Rockstar,TRUE,86,1.72,17.95,Sony PSP,E,TRUE,2006,21.03333333,39.56666667,17.23333333,45,14.06666667,45.61666667,52.96666667,46.25,4,37.96666667,25.71666667,32.66666667,25,9,20.03333333,16.65,27.83333333,16.3,32,12.73333333
Resistance: Fall of Man,TRUE,4,TRUE,TRUE,Action,TRUE,Sony,TRUE,86,1.61,19.95,PlayStation 3,E,TRUE,2006,12.2,18.71666667,12,138,9.05,18.58333333,21.68333333,17.5,4,16.01666667,13.38333333,16.33333333,13,21,11.46666667,11.75,14.93333333,12,113,8.933333333
MotorStorm,TRUE,1,TRUE,TRUE,"Action,Racing / Driving,Sports",TRUE,Sony,TRUE,82,1.58,16.95,PlayStation 3,T,TRUE,2006,16.9,22.96666667,15,16,12.96666667,16.88333333,18.96666667,15,5,14.55,22.25,26.05,22,4,18.55,13.85,15.2,15,7,12.2
Call of Duty 3,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,82,1.51,16.95,X360,T,TRUE,2006,8.816666667,12.81666667,8.45,96,6.816666667,9.8,12.2,10,5,7.733333333,11.58333333,14.13333333,11,13,9.633333333,8.3,12.06666667,8,78,6.566666667
Yoshi's Island DS,TRUE,1,TRUE,TRUE,Action,TRUE,Nintendo,TRUE,81,1.49,27.95,Nintendo DS,E,TRUE,2006,9.633333333,18.1,9.583333333,23,7.066666667,0,0,0,0,0,13.63333333,19.7,12,5,9.9,8.516666667,10.48333333,9.166666667,18,6.683333333
Tom Clancy's Ghost Recon: Advanced Warfighter,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,90,1.46,14.95,X360,E,TRUE,2006,8.666666667,9.35,8.75,10,7.883333333,0,0,0,0,0,0,0,0,0,0,8.666666667,9.35,8.75,10,7.883333333
Fight Night Round 3,TRUE,2,TRUE,TRUE,"Action,Sports",TRUE,EA,TRUE,86,1.4,14.95,X360,E,TRUE,2006,11.18333333,13.03333333,11,21,7.8,10.58333333,12.26666667,10.5,6,7.533333333,12.5,13.75,12.5,4,11.25,11.03333333,13,11,11,10
Pokmon Ranger,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Nintendo,TRUE,69,1.36,19.95,Nintendo DS,E,TRUE,2006,16.55,37.76666667,13.41666667,36,11.13333333,36.88333333,48.16666667,34.66666667,5,25.38333333,14.6,17.35,14.83333333,11,12.25,12.55,16.76666667,12.56666667,20,9.916666667
Rayman Raving Rabbids,TRUE,4,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,76,1.26,17.95,Nintendo Wii,T,TRUE,2006,6.7,8.216666667,6.183333333,27,5.133333333,8.1,8.55,8.1,2,7.65,8.266666667,9.1,8.133333333,8,6.766666667,5.8,6.95,6,17,4.866666667
Saints Row,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,THQ,TRUE,81,1.23,14.95,X360,T,TRUE,2006,24.68333333,83.66666667,20,57,18.13333333,55.61666667,98.35,47.81666667,7,37.1,23.5,26.46666667,22.36666667,22,19.46666667,17.88333333,22.21666667,17,28,15.68333333
Tom Clancy's Rainbow Six: Vegas,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,88,1.19,14.95,X360,E,TRUE,2006,9.9,19.71666667,9,76,6.666666667,12,12,12,1,12,12.95,21.4,12.65,20,9.4,8.75,17.43333333,9,55,6.366666667
Dead Rising,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,85,1.16,16.95,X360,E,TRUE,2006,19.23333333,58.55,15,93,10.05,55.56666667,75.13333333,45,6,43.33333333,21.76666667,42.81666667,19.5,46,14.56666667,11.08333333,15.4,10.53333333,41,6.9
Call of Duty 3,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,69,1.15,19.95,Nintendo Wii,E,TRUE,2006,8.816666667,12.81666667,8.45,96,6.816666667,9.8,12.2,10,5,7.733333333,11.58333333,14.13333333,11,13,9.633333333,8.3,12.06666667,8,78,6.566666667
Lost Planet: Extreme Condition,TRUE,1,TRUE,TRUE,Action,TRUE,Capcom,TRUE,79,1.15,12.95,X360,M,TRUE,2006,8.866666667,14.46666667,9,92,6.55,12.7,15.6,9.7,3,9.8,9.516666667,12.73333333,9.4,15,8.483333333,8.566666667,13.26666667,8.483333333,74,6.35
Mario Hoops 3 on 3,TRUE,1,TRUE,TRUE,Sports,TRUE,Nintendo,TRUE,69,1.03,22.95,Nintendo DS,M,TRUE,2006,4.25,4.616666667,4.25,2,3.866666667,0,0,0,0,0,5,5,5,1,5,3.5,3.5,3.5,1,3.5
LEGO Star Wars II: The Original Trilogy,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,47,1.02,17.95,Nintendo DS,E,TRUE,2006,17.55,32.13333333,15,51,10.63333333,27.85,37.61666667,26.61666667,14,23.61666667,16.81666667,28.45,15,16,13.95,11.25,16,12,21,8.3
Super Monkey Ball: Banana Blitz,TRUE,4,TRUE,TRUE,Action,TRUE,Sega,TRUE,74,1,14.95,Nintendo Wii,T,TRUE,2006,5.316666667,6.916666667,5.4,6,4.166666667,0,0,0,0,0,0,0,0,0,0,5.316666667,6.916666667,5.4,6,4.166666667
The Sims 2: Pets,TRUE,1,TRUE,TRUE,Simulation,TRUE,EA,TRUE,49,0.97,14.95,Nintendo DS,T,TRUE,2006,27.7,31.55,27.7,2,23.85,0,0,0,0,0,27.7,31.55,27.7,2,23.85,0,0,0,0,0
Need for Speed: Carbon - Own the City,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,EA,TRUE,73,0.93,16.95,Sony PSP,E,TRUE,2006,18.03333333,19.18333333,18.03333333,2,16.86666667,20.35,20.35,20.35,1,20.35,0,0,0,0,0,15.71666667,15.71666667,15.71666667,1,15.71666667
WarioWare: Smooth Moves,TRUE,6,TRUE,TRUE,"Action,Racing / Driving,Sports",TRUE,Nintendo,TRUE,83,0.9,39.95,Nintendo Wii,T,TRUE,2006,4.466666667,8.35,3,34,2.333333333,7.783333333,10.41666667,8,8,5.25,6.266666667,8.95,5,5,4.816666667,2.766666667,6.316666667,2.5,21,1.783333333
